danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0.489,0.758,7.0,-6.491,1.0,0.0297,0.000678,0.49,0.092,0.435,112.113
0.748,0.771,2.0,-7.01,1.0,0.0318,0.28,0.000333,0.466,0.782,137.543
0.687,0.865,6.0,-4.663,1.0,0.0349,0.0743,0.225,0.0966,0.261,117.015
0.342,0.539,8.0,-6.667,1.0,0.0506,0.683,0.0,0.365,0.634,173.934
0.558,0.925,0.0,-3.83,1.0,0.0335,0.308,0.0,0.416,0.945,136.696
0.688,0.924,4.0,-4.517,0.0,0.0971,0.14,0.0,0.336,0.798,113.151
0.548,0.883,5.0,-9.517,0.0,0.0565,0.269,0.0515,0.055,0.868,134.687
0.653,0.774,2.0,-6.767,1.0,0.0282,0.165,0.0,0.23,0.859,126.894
0.783,0.912,10.0,-7.646,0.0,0.0525,0.00784,0.0,0.0993,0.686,103.043
0.672,0.857,0.0,-4.915,1.0,0.038,0.0128,0.0009,0.16,0.685,138.153
0.172,0.814,4.0,-6.076,1.0,0.0358,0.00411,0.00483,0.248,0.722,159.475
0.513,0.336,9.0,-8.577,0.0,0.0502,0.824,0.0,0.109,0.238,107.4
0.738,0.679,1.0,-9.891,1.0,0.0637,0.00791,0.0,0.361,0.735,107.171
0.657,0.893,2.0,-7.489,1.0,0.0505,0.27,0.0,0.202,0.737,140.734
0.588,0.847,7.0,-6.238,1.0,0.0427,0.0298,3.7e-06,0.496,0.635,74.309
0.537,0.304,8.0,-15.141,1.0,0.0414,0.906,0.0036,0.102,0.611,140.202
0.452,0.675,5.0,-5.558,1.0,0.0346,0.542,0.000288,0.107,0.493,81.44
0.802,0.828,4.0,-6.366,0.0,0.0426,0.0127,0.0683,0.0293,0.946,97.01
0.649,0.747,8.0,-4.888,1.0,0.0322,0.0184,6.71e-05,0.115,0.46,87.988
0.565,0.831,9.0,-3.102,0.0,0.113,0.000384,1.21e-05,0.245,0.498,135.111
0.529,0.843,6.0,-6.908,0.0,0.0616,0.0628,0.000827,0.0608,0.188,117.662
0.487,0.531,3.0,-4.959,0.0,0.0263,0.93,0.0,0.132,0.418,95.338
0.485,0.532,9.0,-5.848,0.0,0.0298,0.144,6.92e-06,0.0986,0.199,123.41
0.472,0.809,3.0,-5.118,1.0,0.0411,1.97e-05,0.00562,0.321,0.512,142.989
0.431,0.991,6.0,-2.148,0.0,0.112,0.0055,0.0,0.561,0.308,135.301
0.514,0.968,1.0,-2.877,1.0,0.0593,0.235,0.0,0.294,0.591,132.364
0.654,0.57,1.0,-7.635,1.0,0.0312,0.39,0.0,0.102,0.583,114.955
0.193,0.736,8.0,-3.494,0.0,0.0386,5e-06,0.0041,0.101,0.396,180.059
0.846,0.61,10.0,-6.359,1.0,0.032,0.11,6.37e-05,0.261,0.959,118.435
0.36,0.983,0.0,-4.148,1.0,0.0766,0.00172,0.000676,0.143,0.209,120.463
0.773,0.85,5.0,-6.748,0.0,0.102,0.0193,0.0,0.312,0.656,114.995
0.308,0.942,11.0,-4.21,0.0,0.0903,3.39e-05,1.62e-05,0.0357,0.57,133.667
0.292,0.884,7.0,-3.955,1.0,0.0744,0.00744,0.00213,0.302,0.631,156.543
0.721,0.746,9.0,-5.984,0.0,0.0266,0.501,1.67e-05,0.284,0.681,101.988
0.584,0.849,7.0,-3.975,1.0,0.0336,0.0291,0.0119,0.283,0.38,125.998
0.494,0.515,4.0,-7.97,0.0,0.0264,0.513,0.00142,0.194,0.287,87.086
0.726,0.669,9.0,-10.841,1.0,0.038,0.614,0.0,0.202,0.904,124.768
0.777,0.71,10.0,-6.4,0.0,0.0875,0.0966,0.0,0.444,0.839,110.96
0.677,0.97,0.0,-3.638,1.0,0.106,0.556,0.0,0.428,0.829,140.203
0.635,0.861,5.0,-7.535,1.0,0.0317,0.0728,0.00157,0.384,0.886,132.963
0.325,0.386,2.0,-8.231,1.0,0.0387,0.00728,0.0,0.0732,0.269,144.83
0.718,0.646,6.0,-6.224,1.0,0.0249,0.437,0.00265,0.154,0.747,106.368
0.634,0.881,2.0,-5.235,1.0,0.0387,0.0246,0.000113,0.07,0.899,134.893
0.469,0.785,0.0,-3.057,1.0,0.033,0.431,0.0,0.113,0.721,191.261
0.455,0.487,8.0,-7.393,1.0,0.0282,0.532,0.0,0.155,0.341,152.408
0.526,0.346,7.0,-14.227,1.0,0.358,0.994,0.378,0.122,0.729,80.092
0.583,0.731,6.0,-8.825,0.0,0.0498,0.488,1.51e-05,0.247,0.788,77.501
0.58,0.981,8.0,-2.603,0.0,0.06,0.0171,1.07e-05,0.386,0.861,134.007
0.549,0.282,10.0,-10.728,1.0,0.106,0.885,0.0,0.106,0.812,198.037
0.503,0.148,7.0,-17.732,1.0,0.0556,0.804,0.00111,0.175,0.209,82.176
0.441,0.684,0.0,-5.813,0.0,0.0324,0.0161,1.97e-06,0.604,0.164,136.092
0.672,0.932,0.0,-4.401,0.0,0.0291,0.0467,1.15e-05,0.0779,0.911,138.918
0.634,0.838,2.0,-5.363,1.0,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011
0.373,0.923,4.0,-5.051,1.0,0.0473,0.000694,0.0848,0.098,0.434,167.204
0.556,0.764,11.0,-5.565,1.0,0.0391,0.000199,6.41e-05,0.0886,0.845,113.567
0.539,0.721,11.0,-8.415,1.0,0.0489,0.00251,0.233,0.248,0.866,120.392
0.468,0.986,10.0,-3.698,0.0,0.069,0.000916,0.0352,0.315,0.219,100.006
0.623,0.95,7.0,-2.316,1.0,0.186,0.329,0.0,0.156,0.793,176.809
0.678,0.441,0.0,-15.062,1.0,0.0378,0.754,0.952,0.117,0.679,113.704
0.47,0.404,9.0,-10.719,1.0,0.0311,0.574,0.0,0.197,0.601,141.64
0.622,0.767,5.0,-11.259,1.0,0.0289,0.0638,2.04e-05,0.0752,0.923,131.514
0.599,0.882,7.0,-3.785,1.0,0.124,0.0318,0.0,0.326,0.787,80.024
0.679,0.736,10.0,-5.564,1.0,0.043,0.468,0.0,0.117,0.876,133.004
0.548,0.742,0.0,-6.536,1.0,0.0337,0.000154,3.97e-05,0.109,0.583,119.496
0.679,0.464,6.0,-13.532,0.0,0.0395,0.472,1.61e-05,0.105,0.922,102.315
0.516,0.783,2.0,-11.577,1.0,0.0336,0.27,0.000638,0.0958,0.566,104.087
0.804,0.748,10.0,-6.79,1.0,0.0867,0.256,0.0,0.328,0.958,119.992
0.805,0.91,7.0,-7.65,1.0,0.232,0.0858,1.83e-06,0.0762,0.799,96.406
0.49,0.986,5.0,-3.877,1.0,0.0417,0.00103,0.0068,0.695,0.513,122.86
0.599,0.637,2.0,-4.686,1.0,0.245,0.0141,8.26e-05,0.115,0.541,170.164
0.334,0.845,4.0,-12.563,1.0,0.0625,0.0285,0.0,0.179,0.352,169.503
0.754,0.877,7.0,-6.55,1.0,0.0909,0.0967,0.0,0.2,0.975,101.737
0.372,0.934,7.0,-4.15,1.0,0.0604,0.09,4.43e-05,0.374,0.665,147.61
0.641,0.802,7.0,-5.383,1.0,0.0471,0.000119,0.0277,0.0611,0.929,130.017
0.691,0.614,2.0,-6.366,0.0,0.0464,0.642,0.0,0.119,0.796,125.37
0.438,0.838,2.0,-7.786,0.0,0.0379,0.0014,0.33,0.339,0.288,104.813
0.361,0.931,1.0,-7.842,0.0,0.111,0.209,0.0,0.0511,0.688,166.95
0.537,0.855,9.0,-6.12,1.0,0.0725,0.0615,0.00991,0.116,0.627,167.96
0.392,0.925,9.0,-5.293,1.0,0.0504,0.00905,0.00058,0.09,0.571,87.926
0.66,0.133,7.0,-13.934,1.0,0.0609,0.909,1.31e-05,0.125,0.341,88.411
0.542,0.23,7.0,-13.722,1.0,0.0315,0.867,0.0317,0.114,0.269,108.833
0.587,0.895,9.0,-6.119,1.0,0.0363,0.346,6.56e-05,0.0811,0.917,142.25
0.741,0.648,7.0,-8.229,0.0,0.0591,0.853,0.0938,0.0554,0.838,131.328
0.492,0.845,2.0,-6.614,1.0,0.0495,0.000157,0.0659,0.347,0.459,126.131
0.586,0.843,5.0,-4.923,1.0,0.0346,0.0659,0.00028,0.212,0.364,133.139
0.583,0.884,9.0,-3.275,0.0,0.0563,0.000813,0.0415,0.068,0.863,163.039
0.561,0.887,6.0,-6.708,1.0,0.0506,0.0272,1.19e-05,0.0777,0.82,95.397
0.77,0.642,6.0,-11.59,1.0,0.0299,0.0906,0.000124,0.354,0.96,127.404
0.777,0.367,0.0,-9.709,1.0,0.0528,0.898,0.0,0.108,0.784,115.786
0.62,0.881,1.0,-5.851,0.0,0.0372,0.0585,0.714,0.311,0.415,126.035
0.547,0.373,7.0,-7.389,0.0,0.203,0.62,0.0,0.158,0.535,180.665
0.413,0.708,1.0,-11.787,1.0,0.0912,0.0426,0.000263,0.152,0.602,181.932
0.344,0.743,1.0,-6.492,1.0,0.0444,0.627,3.8e-05,0.273,0.795,178.563
0.505,0.368,7.0,-7.579,1.0,0.0355,0.563,0.0,0.123,0.469,112.796
0.495,0.321,4.0,-13.129,0.0,0.032,0.507,0.0243,0.128,0.232,73.933
0.535,0.691,3.0,-8.121,1.0,0.0422,0.658,0.0,0.34,0.88,112.804
0.728,0.615,6.0,-9.051,1.0,0.263,0.0346,0.0,0.196,0.812,100.14
0.399,0.866,7.0,-2.078,1.0,0.049,0.00399,0.000274,0.162,0.377,134.586
0.699,0.666,7.0,-5.644,0.0,0.0528,0.148,0.0,0.217,0.788,98.056
0.696,0.738,9.0,-10.806,0.0,0.117,0.134,0.0,0.466,0.92,117.761
0.683,0.655,7.0,-4.762,1.0,0.0243,0.18,0.0,0.119,0.46,132.338
0.783,0.596,9.0,-7.392,1.0,0.0606,0.0973,0.0,0.0512,0.132,127.908
0.708,0.804,4.0,-7.106,1.0,0.0516,0.13,0.0,0.339,0.779,123.449
0.707,0.893,10.0,-5.184,1.0,0.0946,0.0427,0.0,0.0804,0.951,158.107
0.671,0.703,3.0,-4.347,1.0,0.0365,0.396,0.00011,0.105,0.564,115.313
0.681,0.876,5.0,-4.104,1.0,0.0319,0.268,9.96e-06,0.131,0.961,130.89
0.653,0.676,5.0,-6.318,1.0,0.031,0.0273,0.0215,0.128,0.613,125.027
0.84,0.707,9.0,-6.957,1.0,0.0514,0.0973,0.0,0.27,0.697,129.532
0.6,0.718,10.0,-11.995,1.0,0.0941,0.179,0.000793,0.0967,0.959,113.865
0.732,0.892,0.0,-5.799,1.0,0.035,0.118,0.0,0.271,0.404,105.055
0.711,0.544,2.0,-15.108,1.0,0.0676,0.162,0.0,0.276,0.718,124.882
0.52,0.878,1.0,-6.21,1.0,0.0349,0.0548,0.000268,0.33,0.702,157.888
0.426,0.458,3.0,-9.24,0.0,0.0661,0.823,0.0,0.157,0.42,91.597
0.617,0.306,3.0,-9.752,1.0,0.0288,0.0847,0.000375,0.193,0.104,114.914
0.777,0.659,3.0,-12.862,1.0,0.0294,0.476,0.00303,0.0771,0.955,119.252
0.624,0.943,8.0,-2.837,1.0,0.0435,0.376,0.0,0.049,0.578,93.258
0.585,0.704,7.0,-8.135,0.0,0.0422,0.0816,2.23e-06,0.308,0.513,122.791
0.492,0.613,5.0,-9.113,1.0,0.0323,0.177,0.00171,0.0676,0.242,77.434
0.572,0.695,0.0,-4.086,1.0,0.0515,0.117,3.19e-06,0.0503,0.44,97.965
0.772,0.891,2.0,-3.915,0.0,0.109,0.269,2.58e-06,0.0907,0.963,94.747
0.572,0.867,3.0,-6.354,1.0,0.0782,0.00562,3.32e-05,0.178,0.863,151.076
0.671,0.884,5.0,-5.15,1.0,0.112,0.0643,0.0,0.368,0.542,130.1
0.626,0.667,9.0,-6.484,1.0,0.0739,0.17,0.0,0.112,0.855,89.233
0.741,0.748,5.0,-7.134,1.0,0.3,0.244,0.0,0.109,0.843,97.269
0.716,0.691,5.0,-5.842,1.0,0.0428,0.0251,0.0,0.106,0.342,128.023
0.827,0.558,6.0,-7.846,1.0,0.0647,0.211,5.26e-05,0.0828,0.585,92.525
0.694,0.764,11.0,-5.489,1.0,0.0294,0.0336,0.0,0.175,0.593,125.012
0.607,0.957,0.0,-3.679,1.0,0.0282,0.0587,2.35e-06,0.0531,0.936,140.98
0.706,0.605,4.0,-5.75,0.0,0.0339,0.0475,0.0,0.121,0.195,115.976
0.705,0.648,11.0,-7.512,0.0,0.0589,0.0403,0.0,0.0663,0.545,89.979
0.668,0.786,6.0,-2.886,1.0,0.0266,0.511,1.22e-05,0.105,0.739,106.595
0.595,0.528,5.0,-8.922,0.0,0.0621,0.748,0.0,0.112,0.419,153.74
0.524,0.685,7.0,-5.511,1.0,0.0377,0.11,1.97e-06,0.211,0.554,81.006
0.625,0.676,0.0,-7.059,1.0,0.036,0.115,0.00277,0.248,0.629,120.019
0.562,0.806,10.0,-4.717,1.0,0.142,0.118,0.0,0.322,0.705,85.038
0.716,0.932,1.0,-2.989,0.0,0.0495,0.00627,0.0,0.347,0.779,107.983
0.251,0.659,4.0,-5.127,0.0,0.0313,0.000719,0.000151,0.173,0.367,174.669
0.552,0.872,0.0,-6.48,1.0,0.0459,0.0113,3.2e-05,0.507,0.469,127.027
0.704,0.672,1.0,-7.633,1.0,0.0451,0.0167,0.0104,0.1,0.655,125.011
0.375,0.425,7.0,-9.438,1.0,0.0294,0.687,0.00023,0.248,0.186,143.169
0.481,0.671,9.0,-4.483,1.0,0.0343,0.373,0.0,0.514,0.578,102.226
0.608,0.769,10.0,-5.073,0.0,0.0252,0.0026,8.06e-06,0.0688,0.765,106.564
0.883,0.817,0.0,-5.414,1.0,0.235,0.601,0.00449,0.11,0.595,128.078
0.662,0.977,11.0,-2.934,1.0,0.0307,0.00306,0.000868,0.101,0.789,127.006
0.619,0.801,0.0,-3.697,1.0,0.0298,0.00595,0.0,0.0959,0.762,126.02
0.658,0.523,4.0,-13.525,0.0,0.0505,0.478,0.000334,0.182,0.46,106.951
0.699,0.936,4.0,-4.868,1.0,0.0451,0.104,0.00138,0.0652,0.966,144.252
0.44,0.529,8.0,-6.762,1.0,0.0278,0.471,0.0,0.12,0.336,152.025
0.514,0.914,6.0,-5.617,0.0,0.0726,0.0727,0.0011,0.0792,0.154,117.565
0.647,0.803,5.0,-3.394,1.0,0.0366,0.303,7.28e-05,0.0254,0.746,124.051
0.441,0.809,5.0,-6.038,0.0,0.283,0.254,0.0,0.18,0.434,84.97
0.689,0.753,1.0,-4.433,1.0,0.0396,0.0282,0.0,0.144,0.717,114.004
0.831,0.714,5.0,-8.409,1.0,0.163,0.0254,0.0,0.331,0.794,128.024
0.934,0.488,8.0,-7.014,1.0,0.0713,0.0494,0.0,0.0642,0.867,116.049
0.467,0.779,0.0,-3.071,1.0,0.0336,0.455,0.0,0.176,0.749,191.287
0.667,0.94,1.0,-3.184,0.0,0.0518,0.0229,0.0,0.402,0.719,139.996
0.498,0.677,1.0,-6.385,0.0,0.0392,0.00557,0.00218,0.166,0.33,135.969
0.564,0.839,2.0,-7.165,0.0,0.0323,0.199,5.46e-06,0.0619,0.95,175.643
0.482,0.692,9.0,-5.365,1.0,0.0285,0.106,0.0,0.262,0.4,78.006
0.481,0.731,0.0,-6.391,1.0,0.0333,0.296,0.0,0.144,0.329,146.016
0.583,0.92,3.0,-5.717,1.0,0.03,0.0105,1.3e-05,0.448,0.627,133.745
0.721,0.83,7.0,-4.661,1.0,0.051,0.0115,0.0,0.0547,0.683,110.997
0.654,0.743,1.0,-7.173,0.0,0.131,0.102,0.0,0.21,0.623,103.051
0.617,0.724,5.0,-7.561,1.0,0.0463,0.397,9.42e-06,0.192,0.538,129.905
0.544,0.338,5.0,-9.23,1.0,0.0319,0.869,0.00643,0.372,0.323,144.349
0.78,0.584,0.0,-7.224,1.0,0.0322,0.12,0.0,0.0296,0.947,119.963
0.355,0.578,5.0,-6.568,0.0,0.0302,0.543,0.0,0.111,0.782,164.436
0.622,0.729,0.0,-7.929,0.0,0.317,0.108,5.93e-06,0.163,0.532,106.053
0.467,0.622,10.0,-5.475,1.0,0.0263,0.00531,0.0,0.36,0.605,84.957
0.822,0.419,0.0,-4.875,1.0,0.0456,0.181,0.0,0.0625,0.829,120.032
0.903,0.731,8.0,-5.101,1.0,0.101,0.271,0.0,0.0699,0.798,127.813
0.664,0.9,9.0,-4.326,1.0,0.0767,0.0591,0.0,0.0871,0.857,80.142
0.76,0.675,1.0,-6.299,1.0,0.0254,0.244,8.42e-06,0.105,0.783,106.942
0.694,0.712,7.0,-3.923,0.0,0.046,0.132,0.0,0.211,0.799,98.023
0.547,0.808,0.0,-5.354,1.0,0.0622,0.0114,1.06e-06,0.145,0.489,159.974
0.613,0.917,3.0,-1.926,0.0,0.0511,0.0124,6.91e-06,0.19,0.749,117.996
0.845,0.688,11.0,-5.125,0.0,0.217,0.192,0.0,0.489,0.79,101.792
0.662,0.753,9.0,-14.506,0.0,0.0415,0.0293,3.89e-06,0.187,0.871,144.525
0.525,0.765,4.0,-3.581,1.0,0.17,0.137,0.0,0.0789,0.847,178.957
0.692,0.934,1.0,-4.034,0.0,0.0453,0.0243,2.28e-06,0.324,0.732,128.0
0.547,0.793,9.0,-7.78,1.0,0.0307,0.291,0.0,0.329,0.708,119.298
0.725,0.936,9.0,-5.123,0.0,0.0534,0.0813,7.43e-05,0.0378,0.942,124.019
0.778,0.77,7.0,-6.864,0.0,0.0798,0.28,1.96e-05,0.106,0.77,100.084
0.614,0.816,4.0,-7.005,1.0,0.0641,0.689,0.0,0.0775,0.61,103.934
0.597,0.858,9.0,-3.64,0.0,0.0324,0.0873,0.00161,0.124,0.423,127.675
0.576,0.911,2.0,-4.21,1.0,0.0576,0.179,0.0,0.285,0.804,143.208
0.627,0.877,2.0,-4.977,1.0,0.0459,0.00546,5.67e-06,0.0667,0.634,132.861
0.585,0.745,7.0,-5.111,1.0,0.0745,0.000189,0.000747,0.161,0.718,144.947
0.384,0.359,9.0,-10.447,1.0,0.028,0.47,0.0,0.134,0.364,97.062
0.329,0.272,5.0,-9.035,1.0,0.0335,0.861,1.55e-06,0.142,0.397,183.506
0.547,0.711,6.0,-5.527,1.0,0.0612,0.0132,0.0,0.38,0.589,93.009
0.277,0.297,0.0,-13.306,1.0,0.0334,0.689,0.00022,0.141,0.243,159.022
0.487,0.258,2.0,-13.842,1.0,0.0316,0.785,0.0113,0.0859,0.212,144.049
0.572,0.743,10.0,-4.813,1.0,0.027,0.0713,0.0,0.134,0.772,96.979
0.412,0.664,5.0,-6.832,0.0,0.171,0.345,3.59e-06,0.105,0.783,74.098
0.769,0.658,9.0,-9.163,0.0,0.0469,0.0203,0.0016,0.0642,0.705,104.002
0.691,0.631,0.0,-9.905,1.0,0.234,0.118,0.0,0.221,0.856,79.013
0.66,0.774,0.0,-5.933,1.0,0.0462,0.351,0.0,0.0504,0.577,157.984
0.598,0.774,7.0,-4.946,1.0,0.0612,0.107,0.0,0.128,0.891,206.094
0.688,0.909,3.0,-5.018,1.0,0.0545,0.223,0.0,0.133,0.64,128.118
0.573,0.862,1.0,-5.666,1.0,0.0415,0.118,0.0,0.228,0.689,94.92
0.609,0.785,9.0,-4.312,1.0,0.0245,0.0312,0.0,0.149,0.657,103.833
0.672,0.885,2.0,-4.09,1.0,0.042,0.178,0.0,0.267,0.783,95.995
0.587,0.922,9.0,-6.002,1.0,0.127,0.1,0.0,0.338,0.588,120.873
0.533,0.955,3.0,-3.291,1.0,0.045,0.539,3.26e-05,0.36,0.968,168.304
0.447,0.789,6.0,-5.438,1.0,0.0499,0.202,0.0,0.641,0.721,205.39
0.735,0.612,5.0,-6.774,1.0,0.0517,0.289,4.12e-05,0.103,0.395,105.056
0.531,0.939,0.0,-2.766,1.0,0.0574,0.00781,0.0,0.229,0.753,135.084
0.764,0.473,2.0,-11.145,1.0,0.0333,0.248,1.59e-05,0.328,0.397,98.148
0.816,0.873,0.0,-5.268,1.0,0.0598,0.0112,0.0,0.335,0.971,126.412
0.592,0.795,5.0,-6.753,1.0,0.0574,0.0181,0.0104,0.087,0.424,143.021
0.767,0.881,9.0,-3.988,1.0,0.0301,0.00133,0.000139,0.0551,0.961,130.018
0.758,0.71,7.0,-5.325,1.0,0.0315,0.0321,4.88e-06,0.332,0.961,124.069
0.713,0.509,6.0,-8.063,1.0,0.0536,0.612,0.000525,0.233,0.629,92.758
0.641,0.803,6.0,-7.082,1.0,0.0322,0.229,0.000271,0.107,0.674,127.979
0.656,0.885,8.0,-3.711,1.0,0.0478,0.000754,0.0,0.158,0.659,123.132
0.358,0.948,1.0,-6.153,0.0,0.11,0.0899,0.0,0.073,0.622,166.149
0.58,0.895,9.0,-6.322,1.0,0.0447,0.00523,0.0146,0.0983,0.57,105.174
0.843,0.822,0.0,-4.337,0.0,0.2,0.179,0.0,0.0656,0.751,125.0
0.509,0.791,8.0,-4.133,1.0,0.0381,0.0654,0.0,0.188,0.345,110.065
0.534,0.842,6.0,-5.776,0.0,0.0585,0.0353,0.0,0.172,0.519,140.009
0.741,0.991,7.0,-4.426,1.0,0.075,0.194,1.14e-05,0.191,0.931,144.996
0.429,0.601,10.0,-5.542,1.0,0.03,0.0276,0.0,0.249,0.744,199.916
0.526,0.489,2.0,-8.115,1.0,0.298,0.124,0.0,0.125,0.402,99.706
0.611,0.918,9.0,-7.813,1.0,0.0989,0.0241,0.0,0.324,0.684,110.372
0.645,0.475,0.0,-12.325,1.0,0.0251,0.437,0.0,0.0696,0.845,84.184
0.535,0.252,7.0,-11.458,1.0,0.0308,0.82,1.15e-06,0.106,0.783,84.765
0.424,0.516,4.0,-7.709,1.0,0.0295,0.088,4.86e-05,0.301,0.476,80.877
0.493,0.442,5.0,-11.781,1.0,0.0325,0.823,0.000579,0.12,0.442,96.919
0.567,0.952,2.0,-2.314,0.0,0.0382,0.461,0.0,0.0664,0.881,75.844
0.73,0.715,11.0,-6.836,0.0,0.163,0.604,0.0,0.121,0.669,91.017
0.702,0.715,11.0,-13.518,1.0,0.0528,0.267,0.0,0.0452,0.791,129.029
0.767,0.871,4.0,-3.868,1.0,0.174,0.138,0.0,0.395,0.831,130.063
0.68,0.924,0.0,-6.032,1.0,0.0304,0.0602,7.33e-05,0.324,0.828,115.071
0.805,0.834,2.0,-4.713,1.0,0.0306,0.145,4.46e-06,0.201,0.642,119.966
0.527,0.856,4.0,-3.614,1.0,0.0387,0.317,0.0,0.12,0.565,144.18
0.544,0.903,8.0,-4.705,1.0,0.0432,0.000437,0.0,0.395,0.443,128.052
0.867,0.657,7.0,-13.291,1.0,0.0779,0.181,0.0,0.562,0.973,136.352
0.679,0.683,8.0,-6.648,1.0,0.0284,0.00616,0.00231,0.165,0.566,123.994
0.447,0.729,9.0,-4.949,0.0,0.0262,0.00087,1.77e-05,0.135,0.482,90.022
0.652,0.921,7.0,-4.271,1.0,0.0324,0.00719,1.03e-06,0.604,0.636,134.93
0.602,0.759,8.0,-6.646,0.0,0.0308,0.0406,2.38e-05,0.0975,0.505,88.957
0.491,0.616,4.0,-5.262,0.0,0.0294,0.13,0.0,0.0687,0.171,135.943
0.423,0.277,6.0,-7.89,0.0,0.0302,0.87,0.0,0.139,0.298,132.552
0.29,0.154,7.0,-12.03,1.0,0.0348,0.937,0.0,0.155,0.347,142.715
0.531,0.493,0.0,-7.503,0.0,0.0456,0.279,0.0,0.0909,0.122,72.375
0.43,0.545,7.0,-5.851,1.0,0.0283,0.218,0.0,0.253,0.126,136.259
0.744,0.768,1.0,-4.188,1.0,0.0532,0.0227,0.0,0.033,0.822,145.043
0.687,0.854,9.0,-4.324,1.0,0.0295,0.128,0.0,0.235,0.962,103.967
0.758,0.948,9.0,-6.874,1.0,0.0377,0.28,2.3e-05,0.0554,0.969,97.142
0.777,0.802,6.0,-5.677,1.0,0.0387,0.0703,0.0,0.341,0.893,127.972
0.659,0.964,8.0,-2.137,0.0,0.0328,0.0473,4.32e-05,0.158,0.532,136.996
0.656,0.712,6.0,-6.505,0.0,0.401,0.638,0.0,0.359,0.546,98.752
0.661,0.373,10.0,-9.14,0.0,0.0322,0.0374,0.0,0.107,0.395,120.031
0.55,0.763,4.0,-3.72,0.0,0.0363,0.016,0.00013,0.344,0.531,84.637
0.727,0.822,11.0,-4.095,0.0,0.0543,0.105,1.53e-05,0.0925,0.656,127.998
0.844,0.812,10.0,-5.549,1.0,0.0969,0.232,2.62e-06,0.199,0.959,112.526
0.635,0.58,1.0,-9.228,1.0,0.0282,0.378,3.62e-05,0.0983,0.447,94.873
0.598,0.525,9.0,-7.869,1.0,0.0231,0.348,0.0,0.468,0.503,77.97
0.503,0.969,4.0,-5.588,1.0,0.0688,0.00461,0.0,0.186,0.848,165.972
0.685,0.901,5.0,-3.519,1.0,0.0371,0.152,0.0,0.142,0.929,110.071
0.536,0.613,7.0,-8.657,1.0,0.0306,0.00028,3.95e-06,0.104,0.342,108.113
0.783,0.971,2.0,-3.707,1.0,0.0837,0.212,2.66e-05,0.0427,0.745,131.013
0.678,0.809,11.0,-4.164,0.0,0.029,0.0241,0.0,0.384,0.773,125.005
0.703,0.982,3.0,-3.518,1.0,0.108,0.0335,0.0,0.651,0.692,131.979
0.585,0.825,7.0,-5.624,0.0,0.0321,0.00301,2.76e-05,0.068,0.674,119.757
0.434,0.903,0.0,-4.489,1.0,0.0308,0.00429,0.0,0.153,0.82,157.988
0.65,0.769,8.0,-4.83,0.0,0.0289,0.0416,1.55e-06,0.126,0.503,128.495
0.73,0.925,9.0,-3.351,1.0,0.0324,0.15,0.0383,0.265,0.804,133.846
0.382,0.584,9.0,-7.412,0.0,0.0364,0.0485,1.41e-06,0.156,0.31,114.112
0.546,0.826,1.0,-7.316,1.0,0.0889,0.0153,0.0,0.0848,0.661,170.016
0.377,0.438,0.0,-9.703,1.0,0.0283,0.785,0.0,0.111,0.14,80.686
0.591,0.773,6.0,-7.04,0.0,0.0458,0.0712,0.0,0.183,0.853,104.922
0.488,0.665,2.0,-10.599,1.0,0.0338,0.0407,0.0,0.0684,0.657,127.137
0.648,0.876,11.0,-4.44,1.0,0.0288,0.00104,0.0,0.118,0.685,135.043
0.785,0.589,1.0,-9.399,0.0,0.233,0.244,8.48e-06,0.142,0.31,99.937
0.77,0.731,4.0,-3.613,1.0,0.0396,0.222,0.0,0.46,0.727,138.111
0.594,0.465,0.0,-12.308,1.0,0.0284,0.0158,0.0,0.0551,0.576,89.044
0.538,0.869,2.0,-2.752,1.0,0.0594,0.0123,0.0,0.102,0.703,142.917
0.626,0.871,0.0,-8.023,1.0,0.0412,0.00305,3.47e-05,0.329,0.553,141.97
0.35,0.191,3.0,-12.946,1.0,0.0606,0.929,0.000192,0.122,0.36,169.542
0.535,0.344,2.0,-18.016,1.0,0.0496,0.182,0.000888,0.0818,0.514,161.632
0.576,0.485,4.0,-12.565,0.0,0.0285,0.361,6.08e-06,0.0831,0.299,100.978
0.479,0.936,9.0,-5.016,1.0,0.14,0.00339,0.0223,0.0587,0.396,155.315
0.557,0.583,1.0,-5.795,1.0,0.0288,0.456,0.0,0.117,0.711,72.458
0.793,0.758,1.0,-4.342,1.0,0.191,0.0322,0.0,0.08,0.702,98.31
0.402,0.524,2.0,-7.35,1.0,0.0302,0.0171,0.0,0.189,0.358,132.305
0.721,0.939,9.0,-9.87,0.0,0.0465,0.0797,0.0111,0.0731,0.702,132.0
0.703,0.767,7.0,-5.976,1.0,0.0295,0.113,2.46e-06,0.291,0.632,127.048
0.583,0.829,1.0,-4.603,1.0,0.134,0.00864,0.0,0.0426,0.575,174.028
0.902,0.72,6.0,-2.776,0.0,0.347,0.26,0.0,0.0749,0.805,90.059
0.822,0.739,1.0,-4.541,0.0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992
0.756,0.77,1.0,-3.502,1.0,0.0343,0.191,0.0,0.178,0.73,119.961
